"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Import Figma Text - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma-text","Best practices for importing Figma text into Play.","Import Figma Text","Overview, Editing Figma Text","Custom Fonts, SF Symbol as Text in Figma","","34","50","1.26512 s","319kb","33","319","","31","","","https://docs.createwithplay.com/en/articles/import-figma-text","7","15kb","2","92","0","0"
"Alert - Createwithplay","https://docs.createwithplay.com/en/articles/alert-action","An action that adds an alert item to a native alert.","Alert","Overview, Action Properties","Title, Style, Preferred Action","","22","52","0.73940 s","350kb","113","465","","726","","","https://docs.createwithplay.com/en/articles/alert-action","7","15kb","2","171","0","0"
"Alert Text Field - Createwithplay","https://docs.createwithplay.com/en/articles/alert-text-field-action","An action that adds an input text field to a native alert.","Alert Text Field","Overview, Action Properties","Text, Placeholder, Secure Entry, Keyboard Type","","33","58","0.64064 s","351kb","112","442","","720","","","https://docs.createwithplay.com/en/articles/alert-text-field-action","7","15kb","2","170","0","0"
"Easing Curves - Createwithplay","https://docs.createwithplay.com/en/articles/easing-curves","Control the speed and animation of actions","Easing Curves","Overview, Types of Easing Curves","Linear, Ease In, Ease Out, Ease In & Out, Custom (Cubic Bezier), Spring, Custom (Spring)","","30","42","0.95380 s","398kb","117","650","","706","","","https://docs.createwithplay.com/en/articles/easing-curves","7","15kb","2","176","0","0"
"Dismiss Page - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-page-action","An action that navigates a user back to the previous page.","Dismiss Page","Overview, Action Properties","Duration, Easing","","29","58","0.56306 s","346kb","108","416","","702","","","https://docs.createwithplay.com/en/articles/dismiss-page-action","7","15kb","2","166","0","0"
"Copy to Clipboard - Createwithplay","https://docs.createwithplay.com/en/articles/copy-to-clipboard-action","An action that copies a string or image to the device's clipboard.","Copy to Clipboard","Overview, Action Properties, Relevant Expression Editor Properties","Type, String / Image, Device’s Clipboard","","34","66","0.86385 s","357kb","112","443","","703","","","https://docs.createwithplay.com/en/articles/copy-to-clipboard-action","7","15kb","2","170","0","0"
"Dismiss Keyboard - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","An action that dismisses an open native keyboard.","Dismiss Keyboard","Overview, Action Properties","Delay","","33","49","1.01064 s","343kb","106","368","","689","","","https://docs.createwithplay.com/en/articles/dismiss-keyboard-action","7","15kb","2","164","0","0"
"Duplicate - Createwithplay","https://docs.createwithplay.com/en/articles/duplicate-action","An action that duplicates an object within your prototype.","Duplicate","Overview, Action Properties, Resources, Duplicate & Remove Template","Target, Duplicate to, Insert to, Animate In","","26","58","0.95573 s","358kb","113","513","","703","","","https://docs.createwithplay.com/en/articles/duplicate-action","7","15kb","2","171","0","0"
"Dismiss Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","An action that closes a native sheet.","Dismiss Sheet","Overview, Action Properties","Animate, Close All Sheets","","30","37","1.00740 s","346kb","108","403","","721","","","https://docs.createwithplay.com/en/articles/dismiss-sheet-action","7","15kb","2","166","0","0"
"Fetch - Createwithplay","https://docs.createwithplay.com/en/articles/fetch-action","A helper that loads in an API file for external data.","Fetch","Overview, Action Properties, Expression Editor Properties, On Error","URL, HTTP Method, Headers, Body Type, Response","","22","53","1.03662 s","370kb","117","691","","716","","","https://docs.createwithplay.com/en/articles/fetch-action","7","15kb","2","175","0","0"
"Capture - Createwithplay","https://docs.createwithplay.com/en/articles/capture-action","An action that captures the view of a camera element.","Capture","Overview, Action Properties","Mode, Target, Output, Save to Library, Capture, Recording, Recording Quality, Recording FPS","","24","53","1.50465 s","362kb","121","541","","738","","","https://docs.createwithplay.com/en/articles/capture-action","7","15kb","2","179","0","0"
"Go To URL - Createwithplay","https://docs.createwithplay.com/en/articles/go-to-url-action","An action that takes the user to a URL in their browser.","Go To URL","Overview, Action Properties","URL","","26","56","0.89358 s","343kb","106","377","","692","","","https://docs.createwithplay.com/en/articles/go-to-url-action","7","15kb","2","164","0","0"
"Fetch JSON - Createwithplay","https://docs.createwithplay.com/en/articles/fetch-json-action","A helper that loads in a JSON file for external data.","Fetch JSON","Overview, Action Properties, Expression Editor Properties","File, Response","","27","53","1.02183 s","354kb","110","414","","710","","","https://docs.createwithplay.com/en/articles/fetch-json-action","7","15kb","2","168","0","0"
"Menu - Createwithplay","https://docs.createwithplay.com/en/articles/menu-action","An action that adds a menu item to a native menu.","Menu","Overview, Action Properties","Title, Subtitle, Image, Tint Color, State, Destructive, Disabled, Hidden, Keeps Menu Presented","","21","49","0.77711 s","364kb","125","568","","773","","","https://docs.createwithplay.com/en/articles/menu-action","7","15kb","2","183","0","0"
"Format Number - Createwithplay","https://docs.createwithplay.com/en/articles/format-number-action","An action that formats a number variable displayed in a text element.","Format Number","Overview, Action Properties","Target, Variable, Format, From, To, Code, Style","","30","69","1.11876 s","367kb","117","609","","704","","","https://docs.createwithplay.com/en/articles/format-number-action","7","15kb","2","175","0","0"
"Layer Blur - Createwithplay","https://docs.createwithplay.com/en/articles/layer-blur-action","An action that adjusts the blur on a layer.","Layer Blur","Overview, Action Properties","Target, Value, Animate","","27","43","1.02925 s","350kb","111","456","","698","","","https://docs.createwithplay.com/en/articles/layer-blur-action","7","15kb","2","169","0","0"
"OAuth - Createwithplay","https://docs.createwithplay.com/en/articles/oauth-action","An action that allows your prototype to safely perform OAuth2 logins and other web-based authentication.","OAuth","Overview, Action Properties, On Error","URL","","22","104","0.86827 s","347kb","107","419","","699","","","https://docs.createwithplay.com/en/articles/oauth-action","7","15kb","2","165","0","0"
"Open Sheet - Createwithplay","https://docs.createwithplay.com/en/articles/open-sheet-action","An action that opens a page as a native sheet.","Open Sheet","Overview, Action Properties, Resources, Bottom Drawer Template, Open Sheet Template","Page, Style, Detents, Start Detent, Corner Radius, Grabber, Prevent Dismissal, Always Scrollable, Interaction Beneath","","27","46","0.57314 s","375kb","125","660","","739","","","https://docs.createwithplay.com/en/articles/open-sheet-action","7","15kb","2","183","0","0"
"Open Page - Createwithplay","https://docs.createwithplay.com/en/articles/open-page-action","An action that navigates a user to a new page.","Open Page","Overview, Action Properties, Custom Style Properties, Resources, New to Play? Start here!, Learn Interactions 2.0","Page, Style, Transition, Zoom Target, Animation, Move In From, Load on Root Level, Animate","","26","46","0.63086 s","380kb","124","828","","755","","","https://docs.createwithplay.com/en/articles/open-page-action","7","15kb","2","182","0","0"
"Open Library - Createwithplay","https://docs.createwithplay.com/en/articles/open-library-action","An action that opens the device's photo library.","Open Library","Overview, Action Properties, Resources, Access Photo Library Template","Output, Allow Editing","","29","48","0.63255 s","350kb","110","381","","703","","","https://docs.createwithplay.com/en/articles/open-library-action","7","15kb","2","168","0","0"
"Open Camera - Createwithplay","https://docs.createwithplay.com/en/articles/open-camera-action","An action that opens the device's camera above the prototype.","Open Camera","Overview, Action Properties, Resources, Take Photo Template","Output, Camera, Allow Editing, Flash","","28","61","0.80440 s","358kb","115","466","","711","","","https://docs.createwithplay.com/en/articles/open-camera-action","7","15kb","2","173","0","0"
"Photo Picker - Createwithplay","https://docs.createwithplay.com/en/articles/photo-picker-action","An action that selects multiple assets from the device's photo library.","Photo Picker","Overview, Action Properties, Expression Editor Properties","Filter, Selection, Selection Limit, Representation Mode, Compact on iPad, Output, Output Types","","29","71","0.61761 s","378kb","121","615","","716","","","https://docs.createwithplay.com/en/articles/photo-picker-action","7","15kb","2","179","0","0"
"Reload Alert - Createwithplay","https://docs.createwithplay.com/en/articles/reload-alert-action","An action that reloads the content of a native alert.","Reload Alert","Overview, Action Properties","Target","","29","53","0.55077 s","343kb","106","353","","695","","","https://docs.createwithplay.com/en/articles/reload-alert-action","7","15kb","2","164","0","0"
"Progressive Blur - Createwithplay","https://docs.createwithplay.com/en/articles/progressive-blur-action","An action that adjusts a layer's native progressive.","Progressive Blur","Overview, Action Properties","Target, Value, Animate","","33","52","0.86004 s","351kb","111","505","","692","","","https://docs.createwithplay.com/en/articles/progressive-blur-action","7","15kb","2","169","0","0"
"Rive / Set Text - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-text-action","An action that sets a text value within a Rive file.","Rive / Set Text","Overview, Action Properties","Target, Text Name, Value","","32","52","0.56908 s","354kb","109","461","","709","","","https://docs.createwithplay.com/en/articles/rive-set-text-action","7","15kb","2","168","0","0"
"Rive / Set Data Model Property - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-data-model-property-action","An action that sets the value of a Rive data model property.","Rive / Set Data Model Property","Overview, Action Properties","Target, View Model, Property, Value","","47","60","0.59916 s","355kb","112","496","","711","","","https://docs.createwithplay.com/en/articles/rive-set-data-model-property-action","7","15kb","2","170","0","0"
"Remove - Createwithplay","https://docs.createwithplay.com/en/articles/remove-action","An action that removes an object within your prototype.","Remove","Overview, Action Properties, Resources, Duplicate & Remove Template","Target, Animate Out, Remove Child, Index","","23","55","0.69527 s","358kb","114","504","","697","","","https://docs.createwithplay.com/en/articles/remove-action","7","15kb","2","172","0","0"
"Reset All Properties - Createwithplay","https://docs.createwithplay.com/en/articles/reset-all-properties-action","An action that resets an object's properties to its default values.","Reset All Properties","Overview, Action Properties","Target, Animate","","37","67","0.68628 s","348kb","108","441","","693","","","https://docs.createwithplay.com/en/articles/reset-all-properties-action","7","15kb","2","166","0","0"
"Reload Menu - Createwithplay","https://docs.createwithplay.com/en/articles/reload-menu-action","An action that reloads the content of a native menu.","Reload Menu","Overview, Action Properties","Target","","28","52","0.95126 s","343kb","106","354","","708","","","https://docs.createwithplay.com/en/articles/reload-menu-action","7","15kb","2","164","0","0"
"Print - Createwithplay","https://docs.createwithplay.com/en/articles/print-action","An action that displays a value for debugging.","Print","Overview, Action Properties, Debugging with Print Actions","Title, Value","","22","46","1.14116 s","363kb","111","581","","699","","","https://docs.createwithplay.com/en/articles/print-action","7","15kb","2","170","0","0"
"Round Number Action - Createwithplay","https://docs.createwithplay.com/en/articles/round-number-action","An action that rounds a number variable displayed in a text element.","Round Number Action","Overview, Action Properties","Target, Variable, Before Decimal, After Decimal","","36","68","0.60890 s","355kb","111","490","","702","","","https://docs.createwithplay.com/en/articles/round-number-action","7","15kb","2","169","0","0"
"Rive / Set View Model - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","An action that changes a Rive file’s View Model.","Rive / Set View Model","Overview, Action Properties","Target, Type","Artboard, View Model, Instance, View Model, Instance, To View Model, To Instance","38","48","1.11278 s","362kb","114","487","","727","","","https://docs.createwithplay.com/en/articles/rive-set-view-model-action","7","15kb","2","172","0","0"
"Set Activity Indicator - Createwithplay","https://docs.createwithplay.com/en/articles/set-activity-indicator-action","An action that changes the UI appearance to light or dark mode.","Set Activity Indicator","Overview, Action Properties","Target, Type","","39","63","0.72292 s","347kb","108","375","","701","","","https://docs.createwithplay.com/en/articles/set-activity-indicator-action","7","15kb","2","166","0","0"
"Set Array - Createwithplay","https://docs.createwithplay.com/en/articles/set-array-action","An action that changes the values in an array variable.","Set Array","Overview, Action Properties","Variable, Action, Value, Index","","26","55","0.51212 s","355kb","112","516","","721","","","https://docs.createwithplay.com/en/articles/set-array-action","7","15kb","2","170","0","0"
"Rive / Set Data Model List - Createwithplay","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","An action that modifies a Rive list.","Rive / Set Data Model List","Overview, Action Properties","Target, View Model, List, Action","View Model, Instance, View Model, Instance, Index, View Model, Property, Index, Value, Index 1, Index 2, View Model, Instance, Index","43","36","1.47200 s","389kb","125","771","","743","","","https://docs.createwithplay.com/en/articles/rive-set-data-model-list-action","7","15kb","2","183","0","0"
"Set Focus - Createwithplay","https://docs.createwithplay.com/en/articles/set-focus-action","An action that focuses a text field and opens the keyboard.","Set Focus","Overview, Action Properties","Direction, Text, Start Tag, Wrap","","26","59","0.50361 s","353kb","113","484","","701","","","https://docs.createwithplay.com/en/articles/set-focus-action","7","15kb","2","171","0","0"
"Set Event - Createwithplay","https://docs.createwithplay.com/en/articles/set-event-action","An action that fires an event that a Custom Event trigger listens for.","Set Event","Overview, Action Properties","Event, Delay","","26","70","0.67546 s","348kb","108","455","","712","","","https://docs.createwithplay.com/en/articles/set-event-action","7","15kb","2","166","0","0"
"Set Appearance - Createwithplay","https://docs.createwithplay.com/en/articles/set-appearance-action","An action that changes the UI appearance to light or dark mode.","Set Appearance","Overview, Action Properties","Type, Target, UI Appearance","","31","63","0.88359 s","352kb","110","481","","694","","","https://docs.createwithplay.com/en/articles/set-appearance-action","7","15kb","2","168","0","0"
"Set Color - Createwithplay","https://docs.createwithplay.com/en/articles/set-color-action","An action that sets an object's color.","Set Color","Overview, Properties","Target, Property, Set To","","26","38","0.78570 s","357kb","111","516","","692","","","https://docs.createwithplay.com/en/articles/set-color-action","7","15kb","2","169","0","0"
"Set Audio Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-audio-mute-action","An action that mutes the sound of an audio file.","Set Audio Mute","Overview, Action Properties","Audio, Mute","","31","48","0.86416 s","345kb","107","363","","717","","","https://docs.createwithplay.com/en/articles/set-audio-mute-action","7","15kb","2","165","0","0"
"Set Audio - Createwithplay","https://docs.createwithplay.com/en/articles/set-audio-action","An action that controls the playback of an audio file.","Set Audio","Overview, Action Properties, Resources, Audio Waveform Template, Music Multi-Track Project","Audio, Playback, Play Playback Properties, Play At Playback Properties, Seek Playback Properties, Rate Playback Properties, Pan Playback Properties, Repeat Playback Properties","Return to Start on End, Time, Return to Start on End, Type, Rate, Pan, Repeat","26","54","0.88518 s","387kb","135","688","","761","","","https://docs.createwithplay.com/en/articles/set-audio-action","7","15kb","2","193","0","0"
"Set Audio Volume - Createwithplay","https://docs.createwithplay.com/en/articles/set-audio-volume-action","An action that adjusts the volume of an audio file.","Set Audio Volume","Overview, Action Properties","Audio, Volume","","33","51","0.79299 s","346kb","108","391","","704","","","https://docs.createwithplay.com/en/articles/set-audio-volume-action","7","15kb","2","166","0","0"
"Set Image - Createwithplay","https://docs.createwithplay.com/en/articles/set-image-action","An action that adds image data to an image element.","Set Image","Overview, Action Properties","Target, Image, Remove Current Image, Transition, Delay, Easing, Back Drop, Back Drop Opacity","Duration","26","51","0.70134 s","364kb","122","553","","732","","","https://docs.createwithplay.com/en/articles/set-image-action","7","15kb","2","180","0","0"
"Set Lens - Createwithplay","https://docs.createwithplay.com/en/articles/set-lens-action","An action that changes a camera element's lens.","Set Lens","Overview, Action Properties","Target, Mode, Lens, Digital Zoom, Animate Zoom","","25","47","0.69507 s","354kb","114","447","","733","","","https://docs.createwithplay.com/en/articles/set-lens-action","7","15kb","2","172","0","0"
"Set Page Loader - Createwithplay","https://docs.createwithplay.com/en/articles/set-page-loader-action","An action that loads or removes a page in a page loader element.","Set Page Loader","Overview, Action Properties","Target, Select Page, Remove Page, Animation, Delay, Duration, Easing","","32","64","0.58959 s","361kb","118","539","","716","","","https://docs.createwithplay.com/en/articles/set-page-loader-action","7","15kb","2","176","0","0"
"Set Haptic - Createwithplay","https://docs.createwithplay.com/en/articles/set-haptic-action","An action that plays haptic feedback.","Set Haptic","Overview, Action Properties, Resources, Haptics Template, short_haptic.json, long_haptic.json, long_knocks_haptic.json, gradient_haptic.json","Type, File","","27","37","1.06733 s","363kb","109","437","","701","","","https://docs.createwithplay.com/en/articles/set-haptic-action","7","15kb","2","167","0","0"
"Set Map Location - Createwithplay","https://docs.createwithplay.com/en/articles/set-map-location-action","An action that set's a native map's location.","Set Map Location","Overview, Action Properties","Map, Type, Latitude, Longitude, Altitude, Offset X, Offset Y, Animate","","33","45","0.73844 s","361kb","120","514","","741","","","https://docs.createwithplay.com/en/articles/set-map-location-action","7","15kb","2","178","0","0"
"Set Preview - Createwithplay","https://docs.createwithplay.com/en/articles/set-preview-action","An action that sets the appearance of a camera element's preview.","Set Preview","Overview, Action Properties","Target, Preview, Preview Quality, Preview FPS","","28","65","0.61721 s","350kb","112","412","","715","","","https://docs.createwithplay.com/en/articles/set-preview-action","7","15kb","2","170","0","0"
"Set Rive Artboard - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-artboard-action","An action that controls a Rive file's artboard and state machine.","Set Rive Artboard","Overview, Action Properties","Target, Artboard, State Machine","","34","65","0.93495 s","348kb","110","382","","711","","","https://docs.createwithplay.com/en/articles/set-rive-artboard-action","7","15kb","2","168","0","0"
"Set Rive Input - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-input-action","An action that controls a Rive file's state and input.","Set Rive Input","Overview, Action Properties","Target, Artboard, State Machine, Input","","31","54","1.07246 s","354kb","112","471","","711","","","https://docs.createwithplay.com/en/articles/set-rive-input-action","7","15kb","2","170","0","0"
"Set Map Pin - Createwithplay","https://docs.createwithplay.com/en/articles/set-map-pin-action","An action that selects or unselects a pin on a native map.","Set Map Pin","Overview, Action Properties, Resources, Map + Carousel Template, Map + List Template","Type, Map, Pin, Move to Pin, Animate","","28","58","1.31975 s","363kb","116","537","","739","","","https://docs.createwithplay.com/en/articles/set-map-pin-action","7","15kb","2","174","0","0"
"Set SF Symbol - Createwithplay","https://docs.createwithplay.com/en/articles/set-sf-symbol-action","An action that replaces one SF Symbol icon with another.","Set SF Symbol","Overview, Action Properties, Resources, Audio Waveform, Basic Video Controls","Target, Symbol, Variable Progress, Replace Animation","By Layer, Direction","30","56","0.53787 s","364kb","118","546","","723","","","https://docs.createwithplay.com/en/articles/set-sf-symbol-action","7","15kb","2","176","0","0"
"Set Property - Createwithplay","https://docs.createwithplay.com/en/articles/set-property-action","An action that adjusts an object property.","Set Property","Overview, Action Properties","Target, Property, Value, Animate","","29","42","1.37024 s","360kb","112","586","","704","","","https://docs.createwithplay.com/en/articles/set-property-action","7","15kb","2","170","0","0"
"Set Rive Mute - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-mute-action","An action that mutes the sound of an audio file.","Set Rive Mute","Overview, Action Properties","Target, Mute","","30","48","1.30335 s","345kb","108","364","","706","","","https://docs.createwithplay.com/en/articles/set-rive-mute-action","7","15kb","2","166","0","0"
"Set Rive Volume - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-volume","An action that adjusts the volume of a Rive file.","Set Rive Volume","Overview, Action Properties","Target, Volume","","32","49","0.83673 s","346kb","109","396","","707","","","https://docs.createwithplay.com/en/articles/set-rive-volume","7","15kb","2","167","0","0"
"Set Scroll X & Y - Createwithplay","https://docs.createwithplay.com/en/articles/set-scroll-x-y-actions","Actions that scroll a container horizontally or vertically.","Set Scroll X & Y","Overview, Action Properties","Target, Type, Value, Alignment, Animate","","33","59","0.66791 s","357kb","115","552","","698","","","https://docs.createwithplay.com/en/articles/set-scroll-x-y-actions","7","15kb","2","173","0","0"
"Set Segment - Createwithplay","https://docs.createwithplay.com/en/articles/set-segment-action","An action that selects a segment of a segmented control.","Set Segment","Overview, Action Properties","Target, Segment","","28","56","0.67779 s","346kb","108","392","","709","","","https://docs.createwithplay.com/en/articles/set-segment-action","7","15kb","2","166","0","0"
"Set Rive Playback - Createwithplay","https://docs.createwithplay.com/en/articles/set-rive-playback-action","An action that controls the playback of a Rive file.","Set Rive Playback","Overview, Action Properties","Target, Playback","","34","52","0.92976 s","348kb","108","412","","704","","","https://docs.createwithplay.com/en/articles/set-rive-playback-action","7","15kb","2","166","0","0"
"Set SF Symbol Effect - Createwithplay","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","An action that animates an SF Symbol icon.","Set SF Symbol Effect","Overview, Action Properties","Target, Animation, Scope, Scope","Direction, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Repeat, Direction, By Layer, Speed, Layer Style, Hide Inactive Layers, Auto-Reverse, Speed, Repeat","37","42","0.79129 s","401kb","126","963","","785","","","https://docs.createwithplay.com/en/articles/set-sf-symbol-effect-action","7","15kb","2","184","0","0"
"Set Shadow - Createwithplay","https://docs.createwithplay.com/en/articles/set-shadow-action","An action that adjusts an object's shadow.","Set Shadow","Overview, Action Properties","Target, Shadow Index, Offset X & Y, Blur, Spread, Opacity, Color, Animate","","27","42","0.78162 s","362kb","119","565","","729","","","https://docs.createwithplay.com/en/articles/set-shadow-action","7","15kb","2","177","0","0"
"Set Sheet Detent - Createwithplay","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","An action that changes an open sheet's detent.","Set Sheet Detent","Overview, Action Properties","Detent, Animate","","33","46","0.60162 s","345kb","108","388","","699","","","https://docs.createwithplay.com/en/articles/set-sheet-detent-action","7","15kb","2","166","0","0"
"Set Text - Createwithplay","https://docs.createwithplay.com/en/articles/set-text-action","An action that adds copy to a text element.","Set Text","Overview, Action Properties, Resources, Native Controls, Saving Data Across Pages","Target, Text, Delay","","25","43","0.52658 s","355kb","113","410","","763","","","https://docs.createwithplay.com/en/articles/set-text-action","7","15kb","2","171","0","0"
"Set Status Bar - Createwithplay","https://docs.createwithplay.com/en/articles/set-status-bar-action","An action that changes the appearance of the device's status bar.","Set Status Bar","Overview, Action Properties","Appearance, Show Status Bar, Animate","","31","65","0.57796 s","351kb","109","478","","697","","","https://docs.createwithplay.com/en/articles/set-status-bar-action","7","15kb","2","167","0","0"
"Set State - Createwithplay","https://docs.createwithplay.com/en/articles/set-state-action","An action that changes a component's state.","Set State","Overview, Action Properties, Resources, Accordions, Select One to Enable, Expanding Cards, Change Header on Scroll","Target, State, Invert Other Instances, Animate","","26","43","0.78031 s","364kb","116","491","","716","","","https://docs.createwithplay.com/en/articles/set-state-action","7","15kb","2","174","0","0"
"Start and Stop Speech - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","Actions that start or stop a Speech trigger.","Start and Stop Speech","Overview, Action Properties","Target, Speech, Language","","38","44","0.75181 s","356kb","111","462","","727","","","https://docs.createwithplay.com/en/articles/start-and-stop-speech-actions","7","15kb","2","170","0","0"
"Set Video Playback - Createwithplay","https://docs.createwithplay.com/en/articles/set-video-playback-action","An action that controls the playback of a video file.","Set Video Playback","Overview, Action Properties, Resources, Basic Video Controls","Target, Playback","","35","53","0.92899 s","355kb","110","466","","710","","","https://docs.createwithplay.com/en/articles/set-video-playback-action","7","15kb","2","168","0","0"
"Show Alert - Createwithplay","https://docs.createwithplay.com/en/articles/show-alert-action","An action that display a native alert.","Show Alert","Overview, Action Properties","Target, Alert","","27","38","0.91742 s","345kb","108","378","","717","","","https://docs.createwithplay.com/en/articles/show-alert-action","7","15kb","2","166","0","0"
"Start and Stop Timer - Createwithplay","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","Actions that start or stop a Timer trigger.","Start and Stop Timer","Overview, Action Properties","Target, Timer","","37","43","0.86120 s","346kb","108","396","","718","","","https://docs.createwithplay.com/en/articles/start-and-stop-timer-actions","7","15kb","2","166","0","0"
"Set Video - Createwithplay","https://docs.createwithplay.com/en/articles/set-video-action","An action that adds video content to a video element.","Set Video","Overview, Action Properties","Target, Video, Remove Current Video","","26","53","1.32570 s","348kb","110","391","","711","","","https://docs.createwithplay.com/en/articles/set-video-action","7","15kb","2","168","0","0"
"Toggle Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","An action that shows or hides a native tab bar.","Toggle Tab Bar","Overview, Action Properties","Visibility, Animated","","31","47","0.84742 s","345kb","108","386","","691","","","https://docs.createwithplay.com/en/articles/toggle-tab-bar-action","7","15kb","2","166","0","0"
"Snapshot - Createwithplay","https://docs.createwithplay.com/en/articles/snapshot-action","An action that captures an object's view.","Snapshot","Overview, Action Properties, Expression Editor Properties","Target, Snapshot Image","","25","41","1.23712 s","354kb","111","398","","693","","","https://docs.createwithplay.com/en/articles/snapshot-action","7","15kb","2","169","0","0"
"Sub Menu - Createwithplay","https://docs.createwithplay.com/en/articles/sub-menu-action","An action that creates a section or submenu of a native menu.","Sub Menu","Overview, Trigger Properties","Title, Subtitle, Image, Element Size, Display, Destructive, Single Selection","","25","61","0.97562 s","364kb","121","610","","757","","","https://docs.createwithplay.com/en/articles/sub-menu-action","7","15kb","2","179","0","0"
"Waveform / Toggle Live - Createwithplay","https://docs.createwithplay.com/en/articles/waveform-toggle-live-action","An action that controls how a waveform responds to an audio input.","Waveform / Toggle Live","Overview, Action Properties, Resources, Music Multi-Track Explore Project","Target, Listening","","39","66","0.53762 s","352kb","110","456","","709","","","https://docs.createwithplay.com/en/articles/waveform-toggle-live-action","7","15kb","2","168","0","0"
"Tween State - Createwithplay","https://docs.createwithplay.com/en/articles/tween-state-action","An action that animates a component between states.","Tween State","Overview, Action Properties, Resources, Tween State Template","Target, State, Percent","","28","51","0.95646 s","352kb","112","398","","695","","","https://docs.createwithplay.com/en/articles/tween-state-action","7","15kb","2","170","0","0"
"Toggle Nav Bar - Createwithplay","https://docs.createwithplay.com/en/articles/toggle-nav-bar-action","An action that shows or hides a native navigation bar.","Toggle Nav Bar","Overview, Action Properties","Visibility, Animated","","31","54","1.09112 s","345kb","108","386","","694","","","https://docs.createwithplay.com/en/articles/toggle-nav-bar-action","7","15kb","2","166","0","0"
"Waveform / Set Input - Createwithplay","https://docs.createwithplay.com/en/articles/waveform-set-input-action","An action that changes a waveform element’s audio input.","Waveform / Set Input","Overview, Action Properties","Target, Input","","37","56","0.91848 s","347kb","108","392","","706","","","https://docs.createwithplay.com/en/articles/waveform-set-input-action","7","15kb","2","166","0","0"
"View Enter & Exit - Createwithplay","https://docs.createwithplay.com/en/articles/view-enter-exit-triggers","A single or continuous trigger that fires when a user scrolls a view into or out of the bounds.","View Enter & Exit","Overview, Action Properties","View, Threshold, Trigger","","34","95","0.76584 s","328kb","64","463","","382","","","https://docs.createwithplay.com/en/articles/view-enter-exit-triggers","7","15kb","2","122","0","0"
"Variables - Createwithplay","https://docs.createwithplay.com/en/articles/variables","","Variables","Overview, Creating a Variable, Using a Variable","Variable Scope, Variable Properties, Set Variable, Set Array, Using Variables as Values, Variables in Expressions and Conditions","","26","0","0.63220 s","394kb","54","1177","","2531","","","https://docs.createwithplay.com/en/articles/variables","7","15kb","1","113","0","0"
"Conditions - Createwithplay","https://docs.createwithplay.com/en/articles/condition","A helper that uses logic to fire different actions in different circumstances.","Conditions, Conditions","Overview, Creating Conditions in Play, Overview, Creating Conditions in Play","And & Or, Nested Conditions, And & Or, Nested Conditions","","27","78","0.63834 s","717kb","80","1499","","151","","","https://docs.createwithplay.com/en/articles/condition","14","30kb","1","191","0","0"
"Triggers - Createwithplay","https://docs.createwithplay.com/en/articles/triggers","Triggers are events that cause an action to fire.","Triggers","Overview","","","25","49","0.79040 s","382kb","106","423","","420","","","https://docs.createwithplay.com/en/articles/triggers","7","15kb","1","164","0","0"
"Prefabs - Createwithplay","https://docs.createwithplay.com/en/articles/prefabs","Prefabs are advanced, already-created interactions to make prototyping faster.","Prefabs","Overview, Adding a Prefab, Prefab Controls, Editing Prefabs","Action Prefabs, Renaming Prefabs","","24","78","0.59535 s","332kb","39","587","","2251","","","https://docs.createwithplay.com/en/articles/prefabs","7","15kb","1","98","0","0"
"Share App Clip - Createwithplay","https://docs.createwithplay.com/en/articles/share-app-clip","Share Play prototypes natively with App Clips.","Share App Clip","Overview, Generate an App Clip Link","From the Lobby, From the Editor","","31","46","0.42144 s","318kb","32","475","","31","","noindex","https://docs.createwithplay.com/en/articles/share-app-clip","7","15kb","1","91","0","0"
"Timer - Createwithplay","https://docs.createwithplay.com/en/articles/timer","A helper that fires every X seconds.","Timer","Overview, Timer Properties","Interval, Repetitions, Fires Immediately","","22","36","0.70126 s","309kb","39","237","","94","","","https://docs.createwithplay.com/en/articles/timer","7","15kb","1","97","0","0"
